latitude,longitude,county,municipality,date
24.38,120.71,苗栗縣,苑裡鎮,2020/11/15
24.55,120.74,苗栗縣,西湖鄉,2020/11/9
24.38,120.71,苗栗縣,苑裡鎮,2020/11/6
24.38,120.71,苗栗縣,苑裡鎮,2020/11/4
24.38,120.71,苗栗縣,苑裡鎮,2020/10/28
24.38,120.71,苗栗縣,苑裡鎮,2020/10/23
24.38,120.71,苗栗縣,苑裡鎮,2020/10/19
24.38,120.71,苗栗縣,苑裡鎮,2020/10/14
24.38,120.71,苗栗縣,苑裡鎮,2020/10/13
24.38,120.71,苗栗縣,苑裡鎮,2020/10/12
24.38,120.71,苗栗縣,苑裡鎮,2020/10/11
24.38,120.71,苗栗縣,苑裡鎮,2020/10/8
24.51,120.69,苗栗縣,通霄鎮,2020/9/29
24.51,120.69,苗栗縣,通霄鎮,2020/9/29
24.51,120.71,苗栗縣,通霄鎮,2020/9/28
24.5,120.7,苗栗縣,通霄鎮,2020/9/28
24.51,120.69,苗栗縣,通霄鎮,2020/9/28
24.51,120.7,苗栗縣,通霄鎮,2020/9/28
24.51,120.69,苗栗縣,通霄鎮,2020/9/28
24.52,120.7,苗栗縣,通霄鎮,2020/9/28
24.51,120.7,苗栗縣,通霄鎮,2020/9/27
24.51,120.69,苗栗縣,通霄鎮,2020/9/27
24.51,120.69,苗栗縣,通霄鎮,2020/9/26
24.52,120.7,苗栗縣,通霄鎮,2020/9/25
24.51,120.7,苗栗縣,通霄鎮,2020/9/25
24.51,120.69,苗栗縣,通霄鎮,2020/9/25
24.51,120.7,苗栗縣,通霄鎮,2020/9/24
24.52,120.7,苗栗縣,通霄鎮,2020/9/24
24.51,120.69,苗栗縣,通霄鎮,2020/9/24
24.5,120.7,苗栗縣,通霄鎮,2020/9/23
24.51,120.69,苗栗縣,通霄鎮,2020/9/23
24.51,120.69,苗栗縣,通霄鎮,2020/9/23
24.52,120.7,苗栗縣,通霄鎮,2020/9/23
24.5,120.7,苗栗縣,通霄鎮,2020/9/22
24.51,120.69,苗栗縣,通霄鎮,2020/9/22
24.51,120.69,苗栗縣,通霄鎮,2020/9/22
24.52,120.7,苗栗縣,通霄鎮,2020/9/22
24.52,120.7,苗栗縣,通霄鎮,2020/9/21
24.5,120.7,苗栗縣,通霄鎮,2020/9/21
24.51,120.69,苗栗縣,通霄鎮,2020/9/21
24.51,120.69,苗栗縣,通霄鎮,2020/9/21
24.51,120.71,苗栗縣,通霄鎮,2020/9/21
24.51,120.69,苗栗縣,通霄鎮,2020/9/20
24.51,120.69,苗栗縣,通霄鎮,2020/9/20
24.51,120.7,苗栗縣,通霄鎮,2020/9/20
24.52,120.7,苗栗縣,通霄鎮,2020/9/20
24.51,120.69,苗栗縣,通霄鎮,2020/9/19
24.52,120.7,苗栗縣,通霄鎮,2020/9/19
24.5,120.7,苗栗縣,通霄鎮,2020/9/19
24.51,120.69,苗栗縣,通霄鎮,2020/9/19
24.52,120.7,苗栗縣,通霄鎮,2020/9/18
24.5,120.7,苗栗縣,通霄鎮,2020/9/18
24.51,120.7,苗栗縣,通霄鎮,2020/9/17
24.5,120.7,苗栗縣,通霄鎮,2020/9/17
24.52,120.7,苗栗縣,通霄鎮,2020/9/17
24.51,120.69,苗栗縣,通霄鎮,2020/9/17
24.51,120.71,苗栗縣,通霄鎮,2020/9/16
24.5,120.7,苗栗縣,通霄鎮,2020/9/16
24.51,120.7,苗栗縣,通霄鎮,2020/9/16
24.51,120.69,苗栗縣,通霄鎮,2020/9/16
24.51,120.69,苗栗縣,通霄鎮,2020/9/16
24.52,120.7,苗栗縣,通霄鎮,2020/9/15
24.5,120.7,苗栗縣,通霄鎮,2020/9/15
24.52,120.71,苗栗縣,通霄鎮,2020/9/15
24.51,120.69,苗栗縣,通霄鎮,2020/9/15
24.52,120.71,苗栗縣,通霄鎮,2020/9/14
24.52,120.7,苗栗縣,通霄鎮,2020/9/14
24.52,120.7,苗栗縣,通霄鎮,2020/9/13
24.51,120.69,苗栗縣,通霄鎮,2020/9/13
24.52,120.71,苗栗縣,通霄鎮,2020/9/13
24.51,120.7,苗栗縣,通霄鎮,2020/9/13
24.51,120.69,苗栗縣,通霄鎮,2020/9/12
24.52,120.7,苗栗縣,通霄鎮,2020/9/12
24.5,120.7,苗栗縣,通霄鎮,2020/9/12
24.51,120.7,苗栗縣,通霄鎮,2020/9/11
24.52,120.7,苗栗縣,通霄鎮,2020/9/11
24.5,120.7,苗栗縣,通霄鎮,2020/9/11
24.51,120.69,苗栗縣,通霄鎮,2020/9/11
24.5,120.7,苗栗縣,通霄鎮,2020/9/10
24.52,120.7,苗栗縣,通霄鎮,2020/9/10
24.51,120.69,苗栗縣,通霄鎮,2020/9/10
24.51,120.7,苗栗縣,通霄鎮,2020/9/9
24.5,120.7,苗栗縣,通霄鎮,2020/9/9
24.51,120.69,苗栗縣,通霄鎮,2020/9/9
24.52,120.7,苗栗縣,通霄鎮,2020/9/9
24.51,120.69,苗栗縣,通霄鎮,2020/9/9
24.51,120.7,苗栗縣,通霄鎮,2020/9/8
24.5,120.7,苗栗縣,通霄鎮,2020/9/8
24.51,120.69,苗栗縣,通霄鎮,2020/9/8
24.52,120.7,苗栗縣,通霄鎮,2020/9/8
24.51,120.69,苗栗縣,通霄鎮,2020/9/7
24.51,120.69,苗栗縣,通霄鎮,2020/9/7
24.52,120.7,苗栗縣,通霄鎮,2020/9/7
24.5,120.7,苗栗縣,通霄鎮,2020/9/7
24.51,120.69,苗栗縣,通霄鎮,2020/9/6
24.52,120.7,苗栗縣,通霄鎮,2020/9/6
24.51,120.69,苗栗縣,通霄鎮,2020/9/5
24.52,120.7,苗栗縣,通霄鎮,2020/9/5
24.51,120.7,苗栗縣,通霄鎮,2020/9/5
24.51,120.69,苗栗縣,通霄鎮,2020/9/5
24.51,120.69,苗栗縣,通霄鎮,2020/9/4
24.52,120.7,苗栗縣,通霄鎮,2020/9/4
24.52,120.7,苗栗縣,通霄鎮,2020/9/3
24.51,120.69,苗栗縣,通霄鎮,2020/9/3
24.51,120.69,苗栗縣,通霄鎮,2020/9/2
24.51,120.69,苗栗縣,通霄鎮,2020/9/2
24.52,120.7,苗栗縣,通霄鎮,2020/9/1
24.51,120.7,苗栗縣,通霄鎮,2020/9/1
24.5,120.7,苗栗縣,通霄鎮,2020/8/31
24.51,120.69,苗栗縣,通霄鎮,2020/8/31
24.51,120.69,苗栗縣,通霄鎮,2020/8/31
24.52,120.7,苗栗縣,通霄鎮,2020/8/31
24.51,120.7,苗栗縣,通霄鎮,2020/8/30
24.5,120.7,苗栗縣,通霄鎮,2020/8/30
24.52,120.7,苗栗縣,通霄鎮,2020/8/30
24.51,120.71,苗栗縣,通霄鎮,2020/8/29
24.51,120.71,苗栗縣,通霄鎮,2020/8/28
24.51,120.7,苗栗縣,通霄鎮,2020/8/28
24.5,120.7,苗栗縣,通霄鎮,2020/8/28
24.5,120.7,苗栗縣,通霄鎮,2020/8/26
24.5,120.7,苗栗縣,通霄鎮,2020/8/20
24.5,120.7,苗栗縣,通霄鎮,2020/8/18
24.5,120.7,苗栗縣,通霄鎮,2020/8/14
24.5,120.7,苗栗縣,通霄鎮,2020/8/10
24.5,120.7,苗栗縣,通霄鎮,2020/8/9
24.5,120.7,苗栗縣,通霄鎮,2020/8/8
24.5,120.7,苗栗縣,通霄鎮,2020/8/7
24.5,120.7,苗栗縣,通霄鎮,2020/8/6
24.5,120.7,苗栗縣,通霄鎮,2020/8/5
24.5,120.7,苗栗縣,通霄鎮,2020/8/2
24.5,120.7,苗栗縣,通霄鎮,2020/7/30
24.5,120.7,苗栗縣,通霄鎮,2020/7/26
24.5,120.7,苗栗縣,通霄鎮,2020/7/18
24.5,120.7,苗栗縣,通霄鎮,2020/7/17
24.5,120.7,苗栗縣,通霄鎮,2020/7/11
24.5,120.7,苗栗縣,通霄鎮,2020/7/7
24.5,120.7,苗栗縣,通霄鎮,2020/6/27
24.5,120.7,苗栗縣,通霄鎮,2020/6/25
24.5,120.7,苗栗縣,通霄鎮,2020/6/20
24.5,120.7,苗栗縣,通霄鎮,2020/6/19
24.5,120.7,苗栗縣,通霄鎮,2020/6/18
24.5,120.7,苗栗縣,通霄鎮,2020/6/17
24.5,120.7,苗栗縣,通霄鎮,2020/6/16
24.5,120.7,苗栗縣,通霄鎮,2020/6/15
24.5,120.7,苗栗縣,通霄鎮,2020/6/14
24.5,120.7,苗栗縣,通霄鎮,2020/6/13
24.5,120.7,苗栗縣,通霄鎮,2020/6/10
24.52,120.71,苗栗縣,通霄鎮,2020/1/14
